event,stage,breaker 1 (red),breaker 2 (blue),winner,battle rounds,number of judges,breaker 1 round wins,breaker 2 round wins,breaker 1 vote count,breaker 2 vote count,judge 1 name ,judge 2 name,judge 3 name,judge 4 name,judge 5 name,judge 6 name ,judge 7 name,judge 8 name,judge 9 name,r1j1over,r1j2over,r1j3over,r1j4over,r1j5over,r1j6over,r1j7over,r1j8over,r1j9over,r2j1over,r2j2over,r2j3over,r2j4over,r2j5over,r2j6over,r2j7over,r2j8over,r2j9over,r3j1over,r3j2over,r3j3over,r3j4over,r3j5over,r3j6over,r3j7over,r3j8over,r3j9over,r4j1over,r4j2over,r4j3over,r4j4over,r4j5over,r4j6over,r4j7over,r4j8over,r4j9over,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Marcy Marc,Ibot,Ibot,3,3,1,2,4,5,Parrish,Kometrock,Patrix,,,,,,,4,10,-3,,,,,,,-1,-2,-7,,,,,,,29,2,9,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Fifty,Changer,Changer,2,3,0,2,2,4,Parrish,Kometrock,Patrix,,,,,,,11,-8,13,,,,,,,1,-2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Ghostface,Ibot,Ibot,1,3,0,1,0,3,Parrish,Kometrock,Patrix,,,,,,,4,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Marcy Marc,K.Y.S.,Marcy Marc,1,3,1,0,2,1,Parrish,Kometrock,Patrix,,,,,,,-4,12,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Changer,Stump One,Changer,1,3,1,0,2,1,Parrish,Kometrock,Patrix,,,,,,,4,-6,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Top 8 Knock-Out,Fifty,Marox,Fifty,1,3,1,0,2,1,Parrish,Kometrock,Patrix,,,,,,,-26,-5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Rico,Celio,Celio,3,3,1,2,3,6,Kometrock,Parrish,Patrix,,,,,,,27,-14,-7,,,,,,,6,5,8,,,,,,,6,-1,6,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Sakul,Celio,Celio,2,3,0,2,1,5,Parrish,Kometrock,Patrix,,,,,,,2,8,13,,,,,,,3,-6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Caspar,Rico,Rico,3,3,1,2,2,7,Parrish,Kometrock,Patrix,,,,,,,2,-11,-8,,,,,,,44,7,31,,,,,,,44,12,46,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Mätze,Celio,Celio,1,3,0,1,0,3,Parrish,Kometrock,Patrix,,,,,,,51,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Sakul,Larry,Sakul,1,3,1,0,3,0,Parrish,Kometrock,Patrix,,,,,,,-30,-11,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Rico,Tumi,Rico,1,3,1,0,3,0,Parrish,Kometrock,Patrix,,,,,,,-100,-64,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austrian Hip Hop Championshop 2018,1vs1 Breaking Kids Top 8 Knock-Out,Tobi,Caspar,Caspar,1,3,0,1,0,3,Parrish,Kometrock,Patrix,,,,,,,16,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Soner,Marox,Marox,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,17,7,12,,,,,,,25,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Snaky Sarah,Marox,Marox,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,14,47,6,,,,,,,14,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Soner,Maik,Soner,2,3,2,0,5,1,Jaekwon,Stebo,El Vasi,,,,,,,-16,-27,-16,,,,,,,17,-12,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Sakul,Marox,Marox,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,20,27,6,,,,,,,23,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Snaky Sarah,Samy,Snaky Sarah,2,3,2,0,6,0,Jaekwon,Stebo,El Vasi,,,,,,,-9,-6,-15,,,,,,,-7,-2,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Maik,Rico,Maik,3,3,2,1,5,4,Jaekwon,Stebo,El Vasi,,,,,,,-11,7,-2,,,,,,,5,-8,4,,,,,,,4,-9,-7,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Battle of the Kids Top 8 Knock-Out,Soner,Samy Boy,Soner,2,3,2,0,5,1,Jaekwon,Stebo,El Vasi,,,,,,,-11,-17,-15,,,,,,,-8,-25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,The Wolfer,Mogli,The Wolfer,3,3,3,0,8,1,Jaekwon,Stebo,El Vasi,,,,,,,-21,-16,3,,,,,,,-16,-7,-15,,,,,,,-19,-12,-4,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Mogli,Beat,Mogli,3,3,2,1,6,3,Jaekwon,Stebo,El Vasi,,,,,,,8,-3,-5,,,,,,,9,-11,6,,,,,,,-11,-5,-2,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Ibot,The Wolfer,The Wolfer,2,3,0,2,1,5,Jaekwon,Stebo,El Vasi,,,,,,,17,1,-5,,,,,,,20,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Beat,Blanco,Beat,2,3,2,0,6,0,Jaekwon,Stebo,El Vasi,,,,,,,-9,-10,-14,,,,,,,-11,-6,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Zappel,Mogli,Mogli,3,3,1,2,2,7,Jaekwon,Stebo,El Vasi,,,,,,,11,-7,-5,,,,,,,7,12,43,,,,,,,9,11,24,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Kidoum,The Wolfer,The Wolfer,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,23,37,11,,,,,,,20,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Showtime,Ibot,Ibot,2,3,0,2,1,5,Jaekwon,Stebo,El Vasi,,,,,,,19,27,13,,,,,,,16,8,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Blanco,M.K.,Blanco,2,3,2,0,6,0,Jaekwon,Stebo,El Vasi,,,,,,,-15,-18,-23,,,,,,,-19,-21,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Vic,Beat,Beat,2,3,0,2,1,5,Jaekwon,Stebo,El Vasi,,,,,,,13,10,8,,,,,,,10,-11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,K.Y.S.,Mogli,Mogli,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,14,1,7,,,,,,,31,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Zappel,Uncrowned,Zappel,2,3,2,0,5,1,Jaekwon,Stebo,El Vasi,,,,,,,-19,-13,-12,,,,,,,-7,-6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,The Wolfer,A.G.,The Wolfer,2,3,2,0,6,0,Jaekwon,Stebo,El Vasi,,,,,,,-29,-27,-12,,,,,,,-30,-40,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Spitem,Kidoum,Kidoum,3,3,1,2,4,5,Jaekwon,Stebo,El Vasi,,,,,,,-7,8,12,,,,,,,18,-3,-5,,,,,,,17,-5,15,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Philmo,Ibot,Ibot,2,3,0,2,0,6,Jaekwon,Stebo,El Vasi,,,,,,,8,20,23,,,,,,,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance & Style 2018,1vs1 Undisputed Top 16 Knock-Out,Marox,Showtime,Showtime,2,3,0,2,1,5,Jaekwon,Stebo,El Vasi,,,,,,,3,6,10,,,,,,,-13,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Tik,Marox,Marox,2,3,0,2,1,5,Jedi Jule,Alex,Sinaya,,,,,,,14,71,-9,,,,,,,48,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Marox,Lee-On,Marox,1,3,1,0,3,0,Jedi Jule,Alex,Sinaya,,,,,,,-33,-43,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Ella,Tik,Tik,1,3,0,1,0,3,Jedi Jule,Alex,Sinaya,,,,,,,18,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Rico,Lee-On,Lee-On,1,3,0,1,0,3,Jedi Jule,Alex,Sinaya,,,,,,,15,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Marox,Philmo,Marox,1,3,1,0,3,0,Jedi Jule,Alex,Sinaya,,,,,,,-33,-50,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,Tik,Jascha,Tik,1,3,1,0,2,1,Jedi Jule,Alex,Sinaya,,,,,,,-47,-5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christkindl Jam 2017,1vs1 Breaking Beginner Top 8 Knock-Out,MD,Ella,Ella,1,3,0,1,0,3,Jedi Jule,Alex,Sinaya,,,,,,,62,64,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Kettu Brown,Rose One,Rose One,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,18,-12,15,,,,,,,11,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Rose One,Bgirl Naiky,Rose One,2,3,2,0,6,0,Robin,Simppa,AT,,,,,,,-4,-9,-7,,,,,,,-39,-12,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Kettu Brown,Bgirl SuperFlinda,Kettu Brown,2,3,2,0,5,1,Robin,Simppa,AT,,,,,,,-1,-16,-10,,,,,,,-3,-12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Bgirl Naiky,K-Killah,Bgirl Naiky,2,3,2,0,6,0,Robin,Simppa,AT,,,,,,,-2,-14,-28,,,,,,,-4,-14,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Sarsu,Rose One,Rose One,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,8,16,43,,,,,,,-1,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,Namaganda,Bgirl SuperFlinda,Bgirl SuperFlinda,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,9,-12,30,,,,,,,4,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Girl Top 8 Knock-Out,A-Skillz,Kettu Brown,Kettu Brown,2,3,0,2,0,6,Robin,Simppa,AT,,,,,,,3,47,44,,,,,,,9,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bgirl Karina,Nixter,Nixter,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,-4,16,25,,,,,,,2,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bgirl Aleksia,Nixter,Nixter,3,3,1,2,2,7,Robin,Simppa,AT,,,,,,,-4,-11,45,,,,,,,100,32,48,,,,,,,100,23,31,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Lil Musketeer,Bgirl Karina,Bgirl Karina,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,8,24,-12,,,,,,,100,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Lukas,Nixter,Nixter,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,29,62,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Devid,Bgirl Aleksia,Bgirl Aleksia,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,2,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bgirl Liza,Bgirl Karina,Bgirl Karina,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,8,17,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Zenja,Lil Musketeer,Lil Musketeer,1,3,0,1,1,2,Robin,Simppa,AT,,,,,,,2,-16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Nixter,Bonksteri,Nixter,1,3,1,0,3,0,Robin,Simppa,AT,,,,,,,-100,-64,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Noppa,Bboy Lukas,Bboy Lukas,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,2,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,ElDomi,Bgirl Aleksia,Bgirl Aleksia,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,100,25,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Devid,Puskeva Härkä,Bboy Devid,1,3,1,0,3,0,Robin,Simppa,AT,,,,,,,-4,-26,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bgirl Karina,Dice,Bgirl Karina,1,3,1,0,3,0,Robin,Simppa,AT,,,,,,,-100,-16,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Dee-Boy,Bgirl Liza,Bgirl Liza,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,17,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,McAhti,Lil Musketeer,Lil Musketeer,1,3,0,1,0,3,Robin,Simppa,AT,,,,,,,10,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 Kids Top 16 Knock-Out,Bboy Zenja,Ofi,Bboy Zenja,1,3,1,0,3,0,Robin,Simppa,AT,,,,,,,-10,-9,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Sparks,Guns,Guns,2,3,0,2,0,6,Robin,Simppa,AT,,,,,,,6,35,15,,,,,,,16,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,OBI,Guns,Guns,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,-4,17,26,,,,,,,9,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Niklas,Sparks,Sparks,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,1,-9,21,,,,,,,4,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Rebus,Guns,Guns,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,1,16,-7,,,,,,,3,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Bboy Spaghetti,OBI,OBI,2,3,0,2,1,5,Robin,Simppa,AT,,,,,,,-4,19,8,,,,,,,1,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Sparks,Gust,Sparks,3,3,2,1,7,2,Robin,Simppa,AT,,,,,,,-1,10,7,,,,,,,-10,-12,-9,,,,,,,-8,-12,-9,,,,,,,,,,,,,,,,,,,,
BreakSM 2017,1vs1 B-Boy Top 8 Knock-Out,Stepa,Niklas,Niklas,3,3,1,2,4,5,Robin,Simppa,AT,,,,,,,-7,-2,45,,,,,,,-10,18,17,,,,,,,1,24,-19,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Banana Joe,Wolf,Wolf,3,3,1,2,3,6,Cico,Funky Mike,Artur,,,,,,,14,-6,-9,,,,,,,18,11,-4,,,,,,,12,21,45,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Lotus,Wolf,Wolf,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,13,15,22,,,,,,,10,29,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Ibot,Banana Joe,Banana Joe,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,13,14,64,,,,,,,-6,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Wolf,Stepis,Wolf,2,3,2,0,6,0,Artur,Cico,Funky Mike,,,,,,,-7,-20,-9,,,,,,,-10,-13,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Lotus,Marox,Lotus,2,3,2,0,6,0,Artur,Cico,Funky Mike,,,,,,,-18,-18,-2,,,,,,,-13,-36,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Think,Banana Joe,Banana Joe,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,16,-17,14,,,,,,,19,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Tik-Tak,Ibot,Ibot,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,-16,15,18,,,,,,,57,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Stepis,Smile,Stepis,2,3,2,0,5,1,Artur,Cico,Funky Mike,,,,,,,-18,8,-15,,,,,,,-100,-35,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Jacob,Wolf,Wolf,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,58,-8,7,,,,,,,63,58,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Zefir,Marox,Marox,2,3,0,2,1,5,Artur,Cico,Funky Mike,,,,,,,10,-12,2,,,,,,,28,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Sascia,Lotus,Lotus,2,3,0,2,0,6,Artur,Cico,Funky Mike,,,,,,,100,40,12,,,,,,,51,61,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Banana Joe,Kid Tiger,Banana Joe,2,3,2,0,6,0,Artur,Cico,Funky Mike,,,,,,,-6,-12,-84,,,,,,,-66,-16,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Mint,Think,Think,2,3,0,2,0,6,Artur,Cico,Funky Mike,,,,,,,11,65,6,,,,,,,14,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Milo,Ibot,Ibot,3,3,1,2,5,4,Artur,Cico,Funky Mike,,,,,,,-12,37,1,,,,,,,-6,-6,-5,,,,,,,-35,8,5,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe 2017,1vs1 Battle of the Kids Top 16 Knock-Out,Flash,Tik-Tak,Tik-Tak,2,3,0,2,2,4,Artur,Cico,Funky Mike,,,,,,,14,-5,13,,,,,,,15,-7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Sarah bee,Kate,Kate,3,3,0,3,3,6,Yan,Casper,Poe One,,,,,,,57,30,-13,,,,,,,19,26,-9,,,,,,,18,13,-15,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Nanana,Kate,Kate,2,3,0,2,0,6,Yan,Casper,Poe One,,,,,,,100,79,100,,,,,,,5,35,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Paulina,Sarah bee,Sarah bee,2,3,0,2,2,4,Yan,Casper,Poe One,,,,,,,-34,25,75,,,,,,,-49,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Loopi,Kate,Kate,2,3,0,2,2,4,Yan,Casper,Poe One,,,,,,,6,52,-9,,,,,,,3,41,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Nanana,Tazz,Nanana,2,3,2,0,5,1,Yan,Casper,Poe One,,,,,,,-29,-34,11,,,,,,,-70,-44,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Shadow Seeker,Sarah bee,Sarah bee,2,3,0,2,0,6,Yan,Casper,Poe One,,,,,,,36,36,33,,,,,,,67,82,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Paulina,Maxime,Paulina,2,3,2,0,4,2,Yan,Casper,Poe One,,,,,,,-43,17,-9,,,,,,,-19,-13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Kate,Zana,Kate,2,3,2,0,6,0,Yan,Casper,Poe One,,,,,,,-100,-37,-77,,,,,,,-45,-57,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Lady Fury,Loopi,Loopi,3,3,1,2,4,5,Yan,Casper,Poe One,,,,,,,-21,9,21,,,,,,,-72,-10,44,,,,,,,-19,5,27,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Tazz,Jilou,Tazz,2,3,2,0,4,2,Yan,Casper,Poe One,,,,,,,-18,-10,10,,,,,,,20,-11,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Vinilla,Nanana,Nanana,2,3,0,2,2,4,Yan,Casper,Poe One,,,,,,,23,4,-12,,,,,,,18,6,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Sarah bee,Yurie,Sarah bee,2,3,2,0,5,1,Yan,Casper,Poe One,,,,,,,-40,-16,25,,,,,,,-57,-100,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Ramona,Shadow Seeker,Shadow Seeker,3,3,1,2,4,5,Yan,Casper,Poe One,,,,,,,-40,-11,-59,,,,,,,62,10,55,,,,,,,22,7,-22,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Maxime,Kami,Maxime,2,3,2,0,5,1,Yan,Casper,Poe One,,,,,,,-100,-17,-49,,,,,,,-59,-7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 B-Girl Battle Top 16 Knock-Out,Flexie,Paulina,Paulina,2,3,0,2,0,6,Yan,Casper,Poe One,,,,,,,100,19,10,,,,,,,100,20,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2017,1vs1 Undisputed Top 32 Knock-Out,Victor,Uzeerock,Victor,3,5,3,0,13,2,Reveal,Yan,Casper,Poe One,Renegade,,,,,-27,-97,-11,-10,-56,,,,,-59,-54,-15,-65,-34,,,,,-10,-7,17,30,-30,,,,,,,,,,,,,,,,,,
