event,stage,breaker 1 (red),breaker 2 (blue),winner,battle rounds,number of judges,breaker 1 round wins,breaker 2 round wins,breaker 1 vote count,breaker 2 vote count,judge 1 name ,judge 2 name,judge 3 name,judge 4 name,judge 5 name,judge 6 name ,judge 7 name,judge 8 name,judge 9 name,r1j1over,r1j2over,r1j3over,r1j4over,r1j5over,r1j6over,r1j7over,r1j8over,r1j9over,r2j1over,r2j2over,r2j3over,r2j4over,r2j5over,r2j6over,r2j7over,r2j8over,r2j9over,r3j1over,r3j2over,r3j3over,r3j4over,r3j5over,r3j6over,r3j7over,r3j8over,r3j9over,r4j1over,r4j2over,r4j3over,r4j4over,r4j5over,r4j6over,r4j7over,r4j8over,r4j9over,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,Fuzzy legs,B-Boy Chrissto,Fuzzy legs,1,3,1,0,2,1,Dazl,Prototype,Omegatron,,,,,,,-100,-48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,Brisk,La kouette,Brisk,1,3,1,0,3,0,Dazl,Prototype,Omegatron,,,,,,,-100,-100,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,B-Boy KingDom,TheRock,B-Boy KingDom,1,3,1,0,3,0,Dazl,Prototype,Omegatron,,,,,,,-100,-83,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,Mathéo,B-Boy Spinner,B-Boy Spinner,1,3,0,1,0,3,Dazl,Prototype,Omegatron,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,B-Boy D-Brods,C-Snow,B-Boy D-Brods,1,3,1,0,3,0,Dazl,Prototype,Omegatron,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,Jordan,Philoops,Philoops,1,3,0,1,1,2,Dazl,Prototype,Omegatron,,,,,,,100,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,FunkyJay,Singletrack,FunkyJay,1,3,1,0,3,0,Dazl,Prototype,Omegatron,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (10-13 ans) Top 32 KnockOut,Laur-D,B Girl Ace,B Girl Ace,1,3,0,1,0,3,Dazl,Prototype,Omegatron,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,B-Boy Sparrow,G-Raph,B-Boy Sparrow,3,3,3,0,8,1,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-96,-100,,,,,,,-100,100,-100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Vinc,Gimmicks,Vinc,3,3,2,1,5,4,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,-100,-100,-100,,,,,,,-100,-100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,G-Raph,Gimmicks,G-Raph,3,3,2,1,5,4,Laos,DKC Freeze,Benzo,,,,,,,-100,100,-100,,,,,,,100,100,-97,,,,,,,-100,100,-90,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Vinc,B-Boy Sparrow,B-Boy Sparrow,2,3,0,2,2,4,Laos,DKC Freeze,Benzo,,,,,,,-100,100,100,,,,,,,100,-96,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,ONI,Gimmicks,Gimmicks,2,3,0,2,1,5,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Chef Polo,G-Raph,G-Raph,2,3,0,2,0,6,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Mathioso,B-Boy Sparrow,B-Boy Sparrow,2,3,0,2,2,4,Laos,DKC Freeze,Benzo,,,,,,,100,100,-100,,,,,,,100,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Malek,Vinc,Vinc,2,3,0,2,2,4,Laos,DKC Freeze,Benzo,,,,,,,-100,100,100,,,,,,,-100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Gimmicks,Joestar,Gimmicks,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-95,,,,,,,-100,-100,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,ONI,B-Boy D.B,ONI,2,3,2,0,4,2,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,99,,,,,,,-100,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,S-Frost,G-Raph,G-Raph,2,3,0,2,0,6,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Double A,Chef Polo,Chef Polo,2,3,0,2,1,5,Laos,DKC Freeze,Benzo,,,,,,,-100,100,93,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,White Star,B-Boy Sparrow,B-Boy Sparrow,2,3,0,2,0,6,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Mathioso,B-Boy cyclone,Mathioso,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-87,,,,,,,-100,-100,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Vinc,FlowCAM,Vinc,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 Breaking (intermediaire 14-17 ans) Top 16 KnockOut,Malek,B-Boy Noah,Malek,2,3,2,0,4,2,Laos,DKC Freeze,Benzo,,,,,,,-100,100,-97,,,,,,,-100,94,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Powers,Hubert,Powers,3,3,2,1,6,3,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Intrikid,Kid Nasty,Intrikid,3,3,2,1,4,5,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,-100,-100,,,,,,,-100,-100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Hubert,Kid Nasty,Hubert,3,3,2,1,7,2,Laos,DKC Freeze,Benzo,,,,,,,100,100,-100,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Powers,Intrikid,Powers,3,3,2,1,7,2,Laos,DKC Freeze,Benzo,,,,,,,100,100,-100,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Kid Nasty,Swifty,Kid Nasty,2,3,2,0,5,1,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Manny.ssuave,Hubert,Hubert,2,3,0,2,0,6,Laos,DKC Freeze,Benzo,,,,,,,100,95,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,pjb,Intrikid,Intrikid,2,3,0,2,2,4,Laos,DKC Freeze,Benzo,,,,,,,100,100,-100,,,,,,,-100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Powers,Papagayo,Powers,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Swifty,Zuko,Swifty,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Rym,Kid Nasty,Kid Nasty,3,3,1,2,2,7,Laos,DKC Freeze,Benzo,,,,,,,-100,98,-100,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Versace,Hubert,Hubert,2,3,0,2,1,5,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Sak,Manny.ssuave,Manny.ssuave,3,3,1,2,3,6,Laos,DKC Freeze,Benzo,,,,,,,-100,100,-100,,,,,,,-100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Diablopablo,Intrikid,Intrikid,2,3,0,2,0,6,Laos,DKC Freeze,Benzo,,,,,,,100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Professor H,pjb,pjb,3,3,1,2,3,6,Laos,DKC Freeze,Benzo,,,,,,,100,-100,-100,,,,,,,-100,100,100,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Papagayo,Dvd,Papagayo,2,3,2,0,5,1,Laos,DKC Freeze,Benzo,,,,,,,-100,100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BBoy (16 ans + Elite) Top 16 KnockOut,Powers,X-Ray,Powers,2,3,2,0,6,0,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Championnat Breaking Quebec 2023,1vs1 BGirl (16 ans + Elite) Final KnockOut,Lynx,B-Nice,Lynx,3,3,3,0,8,1,Laos,DKC Freeze,Benzo,,,,,,,-100,-100,-98,,,,,,,100,-100,-100,,,,,,,-100,-100,-100,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe & Hip Hop Pfingstcamp 2023,1vs1 Breaking Kids Top 16 KnockOut,Hulk,Jojo,Hulk,2,3,2,0,4,2,Lil Amok,Alicia,Body,,,,,,,-28,-29,22,,,,,,,-45,23,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe & Hip Hop Pfingstcamp 2023,1vs1 Breaking Kids Top 16 KnockOut,David,Jojo,Jojo,3,3,1,2,3,6,Lil Amok,Alicia,Body,,,,,,,6,44,66,,,,,,,-7,-52,64,,,,,,,10,-73,45,,,,,,,,,,,,,,,,,,,,
BOTY Central Europe & Hip Hop Pfingstcamp 2023,1vs1 Breaking Kids Top 16 KnockOut,Melina,Hulk,Hulk,3,3,1,2,2,7,Body,Alicia,Lil Amok,,,,,,,-27,63,-25,,,,,,,25,63,7,,,,,,,28,31,6,,,,,,,,,,,,,,,,,,,,
ROCK HARDER: The Breaking Draft 2023,1v1 B-Boys Top 4 KnockOut,CEEBRI,HIJACK,HIJACK,5,5,2,3,12,13,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,-43,-21,-13,-12,-9,,,,,-48,-18,-30,-32,-7,,,,,29,-15,-27,25,26,,,,,27,32,93,40,24,,,,,33,27,45,50,28
ROCK HARDER: The Breaking Draft 2023,1v1 B-Boys Top 4 KnockOut,HIJACK,JC FRESH,HIJACK,5,5,5,0,17,8,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,15,-56,-35,-77,-7,,,,,-33,47,-33,-51,9,,,,,-31,39,-24,-52,9,,,,,-27,-50,7,-18,7,,,,,-16,-37,-10,-30,6
ROCK HARDER: The Breaking Draft 2023,1v1 B-Boys Top 4 KnockOut,CEEBRI,CANARUS,CEEBRI,5,5,3,2,15,10,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,16,-37,-27,-13,34,,,,,-13,36,26,-10,56,,,,,23,-40,-39,29,10,,,,,-22,-36,-27,-9,12,,,,,-34,-55,-23,-17,8
ROCK HARDER: The Breaking Draft 2023,1v1 B-Girls Top 4 KnockOut,PEBBLZ LUV,LA VIX,LA VIX,3,5,1,2,5,10,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,-26,-43,-14,-14,-7,,,,,27,42,38,25,7,,,,,33,29,52,27,35,,,,,,,,,,,,,,,,,,
ROCK HARDER: The Breaking Draft 2023,1v1 B-Girls Top 4 KnockOut,RAMONA,LA VIX,LA VIX,3,5,0,3,1,14,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,29,55,27,21,-10,,,,,45,70,49,60,59,,,,,25,48,22,49,46,,,,,,,,,,,,,,,,,,
ROCK HARDER: The Breaking Draft 2023,1v1 B-Girls Top 4 KnockOut,PEBBLZ LUV,KONATSU,PEBBLZ LUV,3,5,2,1,11,4,Boobjester,Cleopatra,Mezu,MN Joe,Box Won,,,,,33,-64,12,12,-6,,,,,-34,-62,-87,-100,-88,,,,,-34,53,-45,-81,-16,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Illz,Jc Fresh,Jc Fresh,3,3,1,2,2,7,Boobjester,Cleopatra,Mezu,,,,,,,23,27,22,,,,,,,12,-29,-10,,,,,,,26,18,26,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,MN Joe,Ceebri,MN Joe,3,3,2,1,5,4,Boobjester,Cleopatra,Mezu,,,,,,,20,-24,-32,,,,,,,17,37,15,,,,,,,-17,-19,-30,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Ceebri,Jc Fresh,Jc Fresh,3,3,0,3,2,7,Boobjester,Cleopatra,Mezu,,,,,,,-26,100,8,,,,,,,25,-37,16,,,,,,,20,73,26,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,MN Joe,Illz,Illz,3,3,0,3,1,8,Boobjester,Cleopatra,Mezu,,,,,,,28,95,19,,,,,,,32,-91,15,,,,,,,28,100,18,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Jc Fresh,Wizz,Jc Fresh,2,3,2,0,6,0,Boobjester,Cleopatra,Mezu,,,,,,,-23,-93,-19,,,,,,,-33,-100,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Ceebri,ONTON,Ceebri,3,3,2,1,7,2,Boobjester,Cleopatra,Mezu,,,,,,,-32,-93,-10,,,,,,,15,-75,17,,,,,,,-19,-100,-12,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Montuu,Illz,Illz,3,3,1,2,3,6,Boobjester,Cleopatra,Mezu,,,,,,,-29,-100,-12,,,,,,,17,100,18,,,,,,,21,100,34,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,MN Joe,Anyo,MN Joe,3,3,2,1,6,3,Boobjester,Cleopatra,Mezu,,,,,,,18,100,9,,,,,,,-30,-100,-54,,,,,,,-26,-100,-14,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Noski,Wizz,Wizz,2,3,0,2,1,5,Boobjester,Cleopatra,Mezu,,,,,,,24,100,20,,,,,,,-20,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Transitionz,Jc Fresh,Jc Fresh,2,3,0,2,0,6,Boobjester,Cleopatra,Mezu,,,,,,,28,100,39,,,,,,,20,85,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Marichok,ONTON,ONTON,2,3,0,2,1,5,Boobjester,Cleopatra,Mezu,,,,,,,31,74,15,,,,,,,26,100,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,TimJ,Ceebri,Ceebri,2,3,0,2,0,6,Boobjester,Cleopatra,Mezu,,,,,,,20,75,11,,,,,,,5,66,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Denis Wong,Illz,Illz,2,3,0,2,1,5,Boobjester,Cleopatra,Mezu,,,,,,,21,95,54,,,,,,,-16,70,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Montuu,Frescy,Montuu,2,3,2,0,5,1,Boobjester,Cleopatra,Mezu,,,,,,,-10,100,-10,,,,,,,-16,-97,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,Anyo,Franky,Anyo,2,3,2,0,6,0,Boobjester,Cleopatra,Mezu,,,,,,,-15,-100,-11,,,,,,,-49,-100,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Boy Top 16 KnockOut,MN Joe,JBugz,MN Joe,2,3,2,0,4,2,Boobjester,Cleopatra,Mezu,,,,,,,-26,-100,6,,,,,,,50,-100,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Girl Top 4 KnockOut,SashaFox,TIFF!!!!!!,SashaFox,3,3,2,1,4,5,Boobjester,Cleopatra,Mezu,,,,,,,40,18,32,,,,,,,-21,16,-13,,,,,,,-26,23,-64,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Girl Top 4 KnockOut,Karyin,India,Karyin,3,3,2,1,5,4,Boobjester,Cleopatra,Mezu,,,,,,,-24,-20,17,,,,,,,-24,-29,-12,,,,,,,37,15,23,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Girl Top 4 KnockOut,India,TIFF!!!!!!,TIFF!!!!!!,3,3,0,3,0,9,Boobjester,Cleopatra,Mezu,,,,,,,18,96,13,,,,,,,23,78,30,,,,,,,43,99,35,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,1vs1 B-Girl Top 4 KnockOut,Karyin,SashaFox,SashaFox,3,3,0,3,0,9,Boobjester,Cleopatra,Mezu,,,,,,,34,97,53,,,,,,,38,63,46,,,,,,,36,85,33,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U9 Top 4 KnockOut,Bboy Luu,Julian,Bboy Luu,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-8,-39,-53,,,,,,,-10,-80,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U9 Top 4 KnockOut,BBoy Emil,Lucas C,BBoy Emil,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-38,-39,-100,,,,,,,-38,-39,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U9 Top 4 KnockOut,Julian,Lucas C,Julian,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-29,-30,-83,,,,,,,-50,-18,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U9 Top 4 KnockOut,BBoy Emil,Bboy Luu,Bboy Luu,3,3,1,2,3,6,Mezu,Konatsu,Flex,,,,,,,8,-20,-100,,,,,,,9,17,100,,,,,,,7,15,-100,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,AMP,Bboy Luu,AMP,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-46,-54,-62,,,,,,,-41,-53,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,Steven,Elvin Taghiyev,Elvin Taghiyev,2,3,0,2,2,4,Mezu,Konatsu,Flex,,,,,,,-17,40,50,,,,,,,-11,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,Bboy Luu,Elvin Taghiyev,Bboy Luu,3,3,2,1,7,2,Mezu,Konatsu,Flex,,,,,,,-7,-24,-12,,,,,,,9,25,-5,,,,,,,-10,-32,-3,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,AMP,Steven,AMP,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-78,-36,-100,,,,,,,-58,-48,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,YJbuba Noos Noos,Elvin Taghiyev,Elvin Taghiyev,1,3,0,1,0,3,Mezu,Konatsu,Flex,,,,,,,22,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,Bboy Luu,Isabelle,Bboy Luu,1,3,1,0,3,0,Mezu,Konatsu,Flex,,,,,,,-31,-16,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,Steven,Kintus,Steven,1,3,1,0,3,0,Mezu,Konatsu,Flex,,,,,,,-67,-42,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U13 Top 8 KnockOut,AMP,Andrew,AMP,1,3,1,0,3,0,Mezu,Konatsu,Flex,,,,,,,-69,-64,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,eden,Gryffin,Gryffin,2,3,0,2,0,6,Mezu,Konatsu,Flex,,,,,,,12,52,79,,,,,,,50,36,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,Doctr Drew,Taane,Doctr Drew,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-12,-33,-51,,,,,,,-67,-34,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,Gryffin,Taane,Gryffin,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-55,-82,-74,,,,,,,-63,-44,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,eden,Doctr Drew,eden,2,3,2,0,6,0,Mezu,Konatsu,Flex,,,,,,,-62,-43,-67,,,,,,,-16,-40,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,DT Rock,Taane,Taane,1,3,0,1,0,3,Mezu,Konatsu,Flex,,,,,,,27,32,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,Liit,Gryffin,Gryffin,1,3,0,1,0,3,Mezu,Konatsu,Flex,,,,,,,15,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,Flo,Doctr Drew,Doctr Drew,1,3,0,1,0,3,Mezu,Konatsu,Flex,,,,,,,20,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Open 2023,Youth U17 Top 8 KnockOut,eden,India,eden,1,3,1,0,3,0,Mezu,Konatsu,Flex,,,,,,,-10,-18,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Bull BC One Cypher Austria 2023,1vs1 B-Boys (Qualifier) Top 32 KnockOut,Killua,Amin Drillz,Amin Drillz,1,3,0,1,0,3,Kastet,Flearock,Dora,,,,,,,100,39,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Bull BC One Cypher Austria 2023,1vs1 B-Boys (Qualifier) Top 32 KnockOut,Guti,Jake,Guti,1,3,1,0,2,1,Kastet,Flearock,Dora,,,,,,,-16,7,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Bull BC One Cypher Austria 2023,1vs1 B-Boys (Qualifier) Top 32 KnockOut,Farso,Koda,Koda,1,3,0,1,0,3,Kastet,Flearock,Dora,,,,,,,29,62,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
